feedback_id,ride_id,customer_id,rating,feedback_category,feedback_text,created_at
3560,14468,1736,4,pricing,Driver was okay but not very talkative.,2025-06-14 17:16:59.410946
3561,14469,2734,4,other,Decent ride but car smelled like smoke.,2025-06-15 05:58:19.326757
3562,14470,1131,4,driver,"Good overall, but took a longer route.",2025-06-14 21:02:36.218661
3563,14474,996,4,route,Decent ride but car smelled like smoke.,2025-06-15 07:14:39.988755
3564,14477,3511,5,driver,Clean car and smooth ride. Will use again!,2025-06-14 19:00:47.914803
3565,14481,4230,5,driver,Excellent service! Driver was very professional.,2025-06-14 18:50:01.823081
3566,14484,977,4,route,Driver was okay but not very talkative.,2025-06-14 11:20:30.597253
3567,14486,4172,4,driver,Perfect experience from start to finish.,2025-06-15 13:42:22.033303
3568,14490,718,4,pricing,Decent ride but car smelled like smoke.,2025-06-14 22:59:09.911830
3569,14499,4194,4,driver,Clean car and smooth ride. Will use again!,2025-06-14 12:53:01.395839
3570,14506,1386,4,other,Driver was okay but not very talkative.,2025-06-14 21:35:27.760047
3571,14515,2114,4,vehicle,Driver was okay but not very talkative.,2025-06-14 21:51:01.288644
3572,14521,4602,4,pricing,Driver was okay but not very talkative.,2025-06-14 21:59:46.902021
3573,14523,477,4,driver,Decent ride but car smelled like smoke.,2025-06-14 13:23:09.535281
3574,14524,1719,5,other,Clean car and smooth ride. Will use again!,2025-06-15 13:43:16.372078
3575,14525,3708,5,route,Excellent service! Driver was very professional.,2025-06-14 14:43:57.998318
3576,14527,2532,5,pricing,Perfect experience from start to finish.,2025-06-14 19:40:58.575913
3577,14532,4335,5,vehicle,Perfect experience from start to finish.,2025-06-15 07:49:26.935972
3578,14539,3566,6,route,Perfect experience from start to finish.,2025-06-14 13:28:38.333421
3579,14548,90,4,other,"Good overall, but took a longer route.",2025-06-14 22:17:25.288887
3580,14549,4954,5,vehicle,Perfect experience from start to finish.,2025-06-15 11:02:09.810319
3581,14559,3829,4,pricing,Driver was okay but not very talkative.,2025-06-14 16:11:50.769267
3582,14566,532,4,vehicle,Decent ride but car smelled like smoke.,2025-06-14 13:03:14.306024
3583,14567,894,4,other,"Good overall, but took a longer route.",2025-06-15 04:59:29.097524
3584,14570,1698,5,route,Clean car and smooth ride. Will use again!,2025-06-15 06:45:18.312858
3585,14571,3817,4,route,Driver was okay but not very talkative.,2025-06-14 22:13:26.433088
3586,14572,464,4,route,"Good overall, but took a longer route.",2025-06-15 09:14:27.847753
3587,14576,3759,4,driver,"Good overall, but took a longer route.",2025-06-15 02:26:38.491366
3588,14578,839,4,route,"Good overall, but took a longer route.",2025-06-15 20:12:32.138701
3589,14581,4285,3,other,Car was dirty and uncomfortable.,2025-06-15 13:58:53.295422
3590,14591,4489,4,driver,Driver was okay but not very talkative.,2025-06-15 06:07:32.846567
3591,14596,789,5,pricing,Clean car and smooth ride. Will use again!,2025-06-14 17:20:37.233090
3592,14599,2548,3,vehicle,Overcharged for the distance traveled.,2025-06-15 06:27:21.824605
3593,14600,3040,4,driver,Driver was okay but not very talkative.,2025-06-15 06:39:21.331086
3594,14605,2930,4,driver,Decent ride but car smelled like smoke.,2025-06-15 02:16:08.797211
3595,14612,4466,5,driver,Clean car and smooth ride. Will use again!,2025-06-14 16:31:42.958021
3596,14614,3289,4,pricing,Decent ride but car smelled like smoke.,2025-06-14 15:05:31.420049
3597,14621,4349,5,pricing,Perfect experience from start to finish.,2025-06-15 08:45:30.313399
3598,14623,1291,4,route,Driver was okay but not very talkative.,2025-06-15 02:38:27.809936
3599,14633,377,5,other,Perfect experience from start to finish.,2025-06-15 02:27:25.629193
3600,14635,2025,4,route,Clean car and smooth ride. Will use again!,2025-06-15 04:38:01.922060
3601,14637,1302,4,route,Decent ride but car smelled like smoke.,2025-06-15 00:29:32.620309
3602,14642,482,5,pricing,Clean car and smooth ride. Will use again!,2025-06-15 07:58:43.731566
3603,14647,3951,5,vehicle,Perfect experience from start to finish.,2025-06-14 22:31:45.262796
3604,14648,3592,4,other,"Good overall, but took a longer route.",2025-06-14 15:28:08.777002
3605,14653,1914,5,vehicle,Perfect experience from start to finish.,2025-06-15 04:02:46.562871
3606,14667,1568,5,route,Clean car and smooth ride. Will use again!,2025-06-15 01:52:44.218399
3607,14669,147,4,route,Driver was okay but not very talkative.,2025-06-15 01:10:41.748759
3608,14682,2687,4,driver,Decent ride but car smelled like smoke.,2025-06-15 04:54:47.358206
3609,14683,4772,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-15 12:51:57.913685
3610,14684,2306,4,route,Driver was okay but not very talkative.,2025-06-14 10:16:46.105805
3611,14688,2868,5,route,Excellent service! Driver was very professional.,2025-06-14 19:19:05.186267
3612,14690,3253,4,route,Decent ride but car smelled like smoke.,2025-06-14 11:33:07.893990
3613,14692,1748,5,route,Perfect experience from start to finish.,2025-06-15 17:59:17.298532
3614,14699,4865,4,vehicle,Driver was okay but not very talkative.,2025-06-15 08:53:12.244912
3615,14700,3332,4,driver,Excellent service! Driver was very professional.,2025-06-15 08:04:23.015462
3616,14701,600,4,driver,"Good overall, but took a longer route.",2025-06-14 21:41:17.781049
3617,14703,879,4,route,Driver was okay but not very talkative.,2025-06-15 00:55:47.168034
3618,14713,3283,4,pricing,Decent ride but car smelled like smoke.,2025-06-15 16:23:53.164732
3619,14730,3783,4,pricing,Decent ride but car smelled like smoke.,2025-06-14 17:49:54.050576
3620,14738,157,4,driver,"Good overall, but took a longer route.",2025-06-15 02:26:02.435833
3621,14741,4598,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-15 05:22:40.998054
3622,14744,2845,4,other,Decent ride but car smelled like smoke.,2025-06-15 09:28:10.227145
3623,14747,3032,3,other,Overcharged for the distance traveled.,2025-06-14 12:50:57.635593
3624,14751,1363,4,driver,Decent ride but car smelled like smoke.,2025-06-14 08:52:45.934796
3625,14755,2371,4,driver,Decent ride but car smelled like smoke.,2025-06-15 17:44:44.640148
3626,14762,1024,4,other,Decent ride but car smelled like smoke.,2025-06-16 16:41:07.547742
3627,14767,1925,4,driver,Driver was okay but not very talkative.,2025-06-16 13:48:04.153967
3628,14773,4421,4,other,Decent ride but car smelled like smoke.,2025-06-15 17:54:32.678051
3629,14775,4640,4,other,Driver was okay but not very talkative.,2025-06-15 08:10:37.950310
3630,14778,2762,4,route,"Good overall, but took a longer route.",2025-06-15 07:24:24.299765
3631,14790,1671,5,driver,Excellent service! Driver was very professional.,2025-06-16 06:23:57.983532
3632,14794,4304,4,pricing,Driver was okay but not very talkative.,2025-06-15 15:20:51.180410
3633,14795,3221,5,vehicle,Excellent service! Driver was very professional.,2025-06-16 13:11:09.109250
3634,14799,3689,5,driver,Clean car and smooth ride. Will use again!,2025-06-15 09:47:21.166650
3635,14803,14,4,route,"Good overall, but took a longer route.",2025-06-15 12:56:50.453362
3636,14817,3760,5,driver,Excellent service! Driver was very professional.,2025-06-16 08:00:39.068959
3637,14822,2813,4,pricing,"Good overall, but took a longer route.",2025-06-15 13:05:56.738662
3638,14825,3231,4,route,Decent ride but car smelled like smoke.,2025-06-15 19:25:48.422731
3639,14834,2298,4,other,"Good overall, but took a longer route.",2025-06-16 04:01:48.419613
3640,14835,277,5,driver,Perfect experience from start to finish.,2025-06-15 20:48:35.381209
3641,14837,871,5,driver,Clean car and smooth ride. Will use again!,2025-06-16 04:32:23.854719
3642,14843,1876,4,other,"Good overall, but took a longer route.",2025-06-15 21:16:28.112724
3643,14844,4376,4,driver,Clean car and smooth ride. Will use again!,2025-06-16 09:03:05.338170
3644,14849,333,4,other,Driver was okay but not very talkative.,2025-06-15 12:25:37.175153
3645,14850,1613,4,other,"Good overall, but took a longer route.",2025-06-16 03:23:46.653034
3646,14851,1327,4,pricing,"Good overall, but took a longer route.",2025-06-16 15:17:46.750680
3647,14854,3380,4,driver,Decent ride but car smelled like smoke.,2025-06-16 02:02:12.216320
3648,14855,2435,4,route,Excellent service! Driver was very professional.,2025-06-15 18:05:13.049824
3649,14856,3276,4,vehicle,Driver was okay but not very talkative.,2025-06-16 21:10:11.713835
3650,14860,2592,4,route,"Good overall, but took a longer route.",2025-06-16 00:52:43.672719
3651,14866,2319,3,pricing,Overcharged for the distance traveled.,2025-06-16 23:00:17.979688
3652,14869,1855,5,driver,Perfect experience from start to finish.,2025-06-16 15:59:53.803261
3653,14871,1675,5,other,Excellent service! Driver was very professional.,2025-06-16 02:52:20.769792
3654,14874,1334,4,driver,Driver was okay but not very talkative.,2025-06-15 15:37:49.771360
3655,14880,4345,4,pricing,Driver was okay but not very talkative.,2025-06-16 13:03:36.775403
3656,14881,4205,4,vehicle,"Good overall, but took a longer route.",2025-06-16 13:55:41.424365
3657,14894,2185,4,other,Decent ride but car smelled like smoke.,2025-06-16 03:40:32.357652
3658,14895,2078,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-15 08:29:02.949802
3659,14907,2576,4,driver,"Good overall, but took a longer route.",2025-06-16 12:18:32.804850
3660,14908,1001,4,pricing,Driver was okay but not very talkative.,2025-06-15 07:22:08.630239
3661,14913,1897,4,pricing,"Good overall, but took a longer route.",2025-06-15 11:33:07.275574
3662,14916,2510,5,driver,Clean car and smooth ride. Will use again!,2025-06-15 19:19:06.443257
3663,14918,2104,5,pricing,Clean car and smooth ride. Will use again!,2025-06-16 03:19:54.388248
3664,14921,3381,4,other,Perfect experience from start to finish.,2025-06-16 04:22:11.965871
3665,14930,2083,5,other,Perfect experience from start to finish.,2025-06-16 03:11:34.400058
3666,14932,575,4,pricing,Driver was okay but not very talkative.,2025-06-16 02:55:14.588443
3667,14940,2419,4,vehicle,"Good overall, but took a longer route.",2025-06-16 05:43:01.454706
3668,14948,4326,5,vehicle,Excellent service! Driver was very professional.,2025-06-16 09:55:53.870548
3669,14951,4493,5,route,Excellent service! Driver was very professional.,2025-06-15 22:21:11.634740
3670,14952,1225,4,pricing,Clean car and smooth ride. Will use again!,2025-06-15 09:20:30.273879
3671,14954,2819,5,pricing,Perfect experience from start to finish.,2025-06-16 02:21:09.271375
3672,14956,2738,4,driver,Perfect experience from start to finish.,2025-06-16 04:25:22.142582
3673,14959,2180,4,pricing,Decent ride but car smelled like smoke.,2025-06-16 07:25:23.169718
3674,14964,2809,4,driver,Driver was okay but not very talkative.,2025-06-16 16:42:31.130367
3675,14966,4562,4,driver,Decent ride but car smelled like smoke.,2025-06-16 15:31:04.819210
3676,14968,138,5,route,Perfect experience from start to finish.,2025-06-15 23:19:28.699680
3677,14977,1829,4,pricing,"Good overall, but took a longer route.",2025-06-16 00:49:03.479828
3678,14978,4157,4,route,Decent ride but car smelled like smoke.,2025-06-15 13:07:43.473476
3679,14980,1117,4,route,Driver was okay but not very talkative.,2025-06-16 06:24:25.480684
3680,14984,374,4,other,"Good overall, but took a longer route.",2025-06-16 13:01:10.096966
3681,14986,3261,5,pricing,Clean car and smooth ride. Will use again!,2025-06-16 03:26:14.254865
3682,14995,3389,6,other,Clean car and smooth ride. Will use again!,2025-06-16 13:32:18.654428
3683,14998,2795,4,vehicle,Decent ride but car smelled like smoke.,2025-06-16 07:19:03.689983
3684,15002,1830,5,other,Excellent service! Driver was very professional.,2025-06-16 18:11:46.401894
3685,15005,1470,4,vehicle,Decent ride but car smelled like smoke.,2025-06-15 18:52:20.985007
3686,15007,4101,5,other,Perfect experience from start to finish.,2025-06-16 16:34:23.266144
3687,15008,125,5,vehicle,Perfect experience from start to finish.,2025-06-15 13:31:07.739723
3688,15010,1415,4,pricing,Decent ride but car smelled like smoke.,2025-06-15 12:17:48.368129
3689,15012,639,5,route,Excellent service! Driver was very professional.,2025-06-15 18:45:16.528502
3690,15017,1592,3,other,Car was dirty and uncomfortable.,2025-06-16 11:17:21.271849
3691,15021,988,4,other,"Good overall, but took a longer route.",2025-06-15 18:50:48.456770
3692,15024,2148,4,route,Excellent service! Driver was very professional.,2025-06-16 05:32:50.279334
3693,15027,3250,4,route,Decent ride but car smelled like smoke.,2025-06-16 07:12:50.644189
3694,15030,3459,4,other,"Good overall, but took a longer route.",2025-06-16 03:33:53.786607
3695,15036,805,5,driver,Excellent service! Driver was very professional.,2025-06-16 18:50:10.782566
3696,15037,655,4,pricing,Driver was okay but not very talkative.,2025-06-17 02:08:29.725629
3697,15050,4949,4,route,Decent ride but car smelled like smoke.,2025-06-16 15:19:21.331739
3698,15057,292,4,pricing,Perfect experience from start to finish.,2025-06-17 02:02:06.954147
3699,15068,892,4,route,"Good overall, but took a longer route.",2025-06-16 12:10:25.943601
3700,15070,4941,4,vehicle,Driver was okay but not very talkative.,2025-06-16 20:51:13.279898
3701,15073,1764,5,route,Excellent service! Driver was very professional.,2025-06-16 16:36:53.817423
3702,15083,4744,5,driver,Clean car and smooth ride. Will use again!,2025-06-17 01:14:05.474714
3703,15085,4591,4,pricing,Clean car and smooth ride. Will use again!,2025-06-16 16:47:25.052054
3704,15090,4894,5,vehicle,Excellent service! Driver was very professional.,2025-06-17 06:49:42.206005
3705,15091,4802,5,other,Excellent service! Driver was very professional.,2025-06-17 07:08:32.353816
3706,15093,1875,4,driver,"Good overall, but took a longer route.",2025-06-16 22:24:44.074263
3707,15096,4647,4,other,Driver was okay but not very talkative.,2025-06-16 18:15:12.430779
3708,15098,496,4,other,Driver was okay but not very talkative.,2025-06-16 06:47:11.872282
3709,15100,4356,3,route,Terrible experience. Driver was rude.,2025-06-17 05:46:30.892574
3710,15112,1032,5,driver,Excellent service! Driver was very professional.,2025-06-17 10:26:32.890084
3711,15117,3404,4,other,"Good overall, but took a longer route.",2025-06-17 03:40:01.548505
3712,15123,2509,3,route,Terrible experience. Driver was rude.,2025-06-17 05:39:14.187269
3713,15124,3002,4,vehicle,Perfect experience from start to finish.,2025-06-16 22:17:46.605690
3714,15125,133,4,other,"Good overall, but took a longer route.",2025-06-17 19:24:49.299874
3715,15131,407,4,route,Decent ride but car smelled like smoke.,2025-06-17 15:28:12.022281
3716,15132,4761,4,other,Driver was okay but not very talkative.,2025-06-17 00:58:00.979960
3717,15142,1524,5,pricing,Perfect experience from start to finish.,2025-06-17 15:38:07.212896
3718,15145,912,4,other,Driver was okay but not very talkative.,2025-06-16 21:06:59.844479
3719,15150,52,4,other,Clean car and smooth ride. Will use again!,2025-06-16 21:06:20.412543
3720,15153,52,5,vehicle,Excellent service! Driver was very professional.,2025-06-16 22:21:44.250252
3721,15156,3195,4,pricing,"Good overall, but took a longer route.",2025-06-17 22:17:01.443535
3722,15158,2835,4,other,"Good overall, but took a longer route.",2025-06-17 10:44:51.028836
3723,15161,1858,5,vehicle,Excellent service! Driver was very professional.,2025-06-16 16:33:47.664148
3724,15162,2505,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-17 06:14:29.202027
3725,15164,1148,5,pricing,Clean car and smooth ride. Will use again!,2025-06-17 15:36:55.367232
3726,15166,1260,5,other,Clean car and smooth ride. Will use again!,2025-06-16 14:33:58.471959
3727,15172,3379,4,other,"Good overall, but took a longer route.",2025-06-16 22:55:20.903383
3728,15178,306,5,route,Excellent service! Driver was very professional.,2025-06-16 20:55:56.527573
3729,15179,462,4,other,Clean car and smooth ride. Will use again!,2025-06-17 03:49:29.667130
3730,15182,476,4,pricing,Driver was okay but not very talkative.,2025-06-17 06:38:02.188101
3731,15183,4968,4,route,Decent ride but car smelled like smoke.,2025-06-16 20:59:48.245817
3732,15184,1290,4,pricing,"Good overall, but took a longer route.",2025-06-17 06:19:18.671180
3733,15185,3377,4,other,"Good overall, but took a longer route.",2025-06-17 01:34:06.436580
3734,15186,3303,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-16 19:10:04.751346
3735,15188,2932,5,route,Perfect experience from start to finish.,2025-06-17 05:02:28.757376
3736,15189,4961,5,pricing,Perfect experience from start to finish.,2025-06-17 07:50:16.872947
3737,15201,3193,4,other,Decent ride but car smelled like smoke.,2025-06-17 06:48:20.784567
3738,15202,324,4,route,Excellent service! Driver was very professional.,2025-06-16 20:28:59.097093
3739,15207,4685,5,route,Clean car and smooth ride. Will use again!,2025-06-16 08:07:23.899420
3740,15214,4565,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-17 20:57:19.371902
3741,15215,2652,5,pricing,Excellent service! Driver was very professional.,2025-06-17 03:55:48.889909
3742,15221,277,5,other,Perfect experience from start to finish.,2025-06-16 22:55:17.506280
3743,15222,1593,4,route,Decent ride but car smelled like smoke.,2025-06-17 04:13:29.710905
3744,15225,1156,5,other,Excellent service! Driver was very professional.,2025-06-16 09:29:16.384153
3745,15227,4596,4,driver,Perfect experience from start to finish.,2025-06-16 15:43:11.142650
3746,15230,2380,4,other,"Good overall, but took a longer route.",2025-06-17 14:14:48.245719
3747,15237,737,4,vehicle,Driver was okay but not very talkative.,2025-06-18 15:27:55.548649
3748,15238,650,4,other,Driver was okay but not very talkative.,2025-06-17 14:47:25.626301
3749,15240,509,3,other,Overcharged for the distance traveled.,2025-06-18 05:29:44.581276
3750,15245,182,4,vehicle,"Good overall, but took a longer route.",2025-06-17 21:15:16.003206
3751,15247,1454,5,route,Clean car and smooth ride. Will use again!,2025-06-18 07:32:08.993759
3752,15249,3110,5,vehicle,Excellent service! Driver was very professional.,2025-06-17 16:20:36.469619
3753,15257,3055,4,route,"Good overall, but took a longer route.",2025-06-18 11:57:16.079026
3754,15258,3251,5,other,Perfect experience from start to finish.,2025-06-17 21:25:13.298932
3755,15262,2140,4,other,Excellent service! Driver was very professional.,2025-06-17 11:08:53.913150
3756,15264,1862,4,pricing,Decent ride but car smelled like smoke.,2025-06-17 06:16:58.676996
3757,15268,3254,5,other,Perfect experience from start to finish.,2025-06-18 00:54:43.818564
3758,15270,4717,5,route,Perfect experience from start to finish.,2025-06-17 23:10:59.831383
3759,15275,2621,5,other,Clean car and smooth ride. Will use again!,2025-06-18 23:26:32.382742
3760,15290,86,5,other,Clean car and smooth ride. Will use again!,2025-06-18 03:31:22.962134
3761,15291,417,4,vehicle,"Good overall, but took a longer route.",2025-06-17 11:44:50.533744
3762,15294,4680,4,pricing,Decent ride but car smelled like smoke.,2025-06-17 08:28:47.707765
3763,15296,853,4,other,Decent ride but car smelled like smoke.,2025-06-18 08:12:04.666510
3764,15297,272,4,driver,Driver was okay but not very talkative.,2025-06-18 03:09:24.262633
3765,15304,460,5,pricing,Clean car and smooth ride. Will use again!,2025-06-18 08:19:44.440160
3766,15305,2212,5,route,Perfect experience from start to finish.,2025-06-17 09:49:47.735686
3767,15307,2661,4,pricing,Driver was okay but not very talkative.,2025-06-18 00:11:36.934065
3768,15308,4525,4,route,Decent ride but car smelled like smoke.,2025-06-17 23:31:48.665133
3769,15312,3710,4,pricing,"Good overall, but took a longer route.",2025-06-17 09:21:33.725105
3770,15313,3790,4,route,Decent ride but car smelled like smoke.,2025-06-18 02:27:17.745044
3771,15315,2704,5,route,Clean car and smooth ride. Will use again!,2025-06-17 20:59:13.548102
3772,15318,2465,4,driver,Driver was okay but not very talkative.,2025-06-17 23:16:45.183794
3773,15320,788,4,other,Driver was okay but not very talkative.,2025-06-17 21:56:17.403985
3774,15321,3933,3,route,Terrible experience. Driver was rude.,2025-06-17 15:48:52.107942
3775,15325,4258,5,other,Perfect experience from start to finish.,2025-06-18 11:18:26.890659
3776,15330,4754,4,other,"Good overall, but took a longer route.",2025-06-18 14:47:50.233312
3777,15332,1541,4,other,Driver was okay but not very talkative.,2025-06-18 08:39:00.452622
3778,15333,486,5,route,Perfect experience from start to finish.,2025-06-17 19:39:40.725579
3779,15338,110,4,pricing,Driver was okay but not very talkative.,2025-06-17 23:04:14.470215
3780,15342,3925,3,pricing,Overcharged for the distance traveled.,2025-06-18 15:56:59.134504
3781,15343,3123,6,driver,Excellent service! Driver was very professional.,2025-06-18 05:46:34.798792
3782,15344,2163,4,driver,"Good overall, but took a longer route.",2025-06-18 15:27:38.148662
3783,15347,3503,5,pricing,Perfect experience from start to finish.,2025-06-18 10:28:45.324208
3784,15350,4847,4,other,"Good overall, but took a longer route.",2025-06-17 13:33:59.745840
3785,15367,328,5,other,Perfect experience from start to finish.,2025-06-18 05:55:43.184455
3786,15369,3541,4,route,"Good overall, but took a longer route.",2025-06-18 10:18:12.407288
3787,15371,2758,3,other,Overcharged for the distance traveled.,2025-06-18 17:13:39.932015
3788,15373,4635,4,route,Driver was okay but not very talkative.,2025-06-18 13:01:56.983024
3789,15376,3221,4,driver,Clean car and smooth ride. Will use again!,2025-06-18 13:30:58.132222
3790,15378,1275,5,route,Perfect experience from start to finish.,2025-06-17 20:21:41.214702
3791,15380,3444,5,route,Clean car and smooth ride. Will use again!,2025-06-17 20:43:32.535898
3792,15386,3570,4,vehicle,"Good overall, but took a longer route.",2025-06-17 10:41:10.266466
3793,15387,3778,4,pricing,Decent ride but car smelled like smoke.,2025-06-18 10:09:21.879063
3794,15391,3503,5,vehicle,Perfect experience from start to finish.,2025-06-18 03:26:40.586313
3795,15394,2702,4,pricing,Decent ride but car smelled like smoke.,2025-06-18 00:40:12.213181
3796,15397,2897,4,other,Perfect experience from start to finish.,2025-06-18 09:53:31.695027
3797,15400,4289,5,driver,Clean car and smooth ride. Will use again!,2025-06-17 16:10:21.647215
3798,15402,967,4,driver,Decent ride but car smelled like smoke.,2025-06-18 12:58:45.636259
3799,15403,800,5,route,Clean car and smooth ride. Will use again!,2025-06-18 03:14:12.335759
3800,15405,2461,5,other,Excellent service! Driver was very professional.,2025-06-18 04:21:10.208506
3801,15408,4424,5,driver,Perfect experience from start to finish.,2025-06-18 04:19:58.757468
3802,15416,4435,3,route,Terrible experience. Driver was rude.,2025-06-18 09:41:49.672061
3803,15417,1592,4,driver,Driver was okay but not very talkative.,2025-06-17 20:48:47.344712
3804,15419,4822,5,driver,Clean car and smooth ride. Will use again!,2025-06-17 19:05:08.399936
3805,15420,2013,4,pricing,Excellent service! Driver was very professional.,2025-06-17 10:27:52.967243
3806,15429,1454,4,driver,Decent ride but car smelled like smoke.,2025-06-18 08:01:35.856695
3807,15434,252,5,pricing,Perfect experience from start to finish.,2025-06-18 03:25:00.023536
3808,15440,2014,5,route,Perfect experience from start to finish.,2025-06-18 00:10:55.404882
3809,15443,132,4,route,Driver was okay but not very talkative.,2025-06-18 03:36:38.438421
3810,15446,2804,4,driver,"Good overall, but took a longer route.",2025-06-17 23:45:41.210674
3811,15450,484,5,pricing,Clean car and smooth ride. Will use again!,2025-06-17 11:24:19.365591
3812,15454,3473,4,vehicle,Driver was okay but not very talkative.,2025-06-18 05:11:00.319380
3813,15456,1435,5,other,Clean car and smooth ride. Will use again!,2025-06-18 04:30:20.086424
3814,15459,620,5,route,Perfect experience from start to finish.,2025-06-17 09:52:18.036493
3815,15468,4072,4,route,Decent ride but car smelled like smoke.,2025-06-18 06:42:57.440910
3816,15470,1646,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-17 05:01:19.872355
3817,15472,4868,4,driver,Decent ride but car smelled like smoke.,2025-06-17 23:04:15.373540
3818,15479,2602,4,driver,Decent ride but car smelled like smoke.,2025-06-17 17:08:58.206639
3819,15486,184,4,other,Decent ride but car smelled like smoke.,2025-06-18 03:07:10.641462
3820,15487,2058,3,route,Overcharged for the distance traveled.,2025-06-18 06:18:35.531649
3821,15489,2700,5,driver,Clean car and smooth ride. Will use again!,2025-06-18 10:54:20.334769
3822,15490,4650,4,driver,"Good overall, but took a longer route.",2025-06-17 13:00:46.780903
3823,15492,2269,5,route,Perfect experience from start to finish.,2025-06-18 00:49:31.836137
3824,15497,2963,4,pricing,"Good overall, but took a longer route.",2025-06-17 17:47:58.225389
3825,15499,890,4,pricing,Decent ride but car smelled like smoke.,2025-06-17 20:56:13.176614
3826,15501,2145,4,pricing,"Good overall, but took a longer route.",2025-06-18 04:47:40.409367
3827,15502,3927,5,vehicle,Perfect experience from start to finish.,2025-06-17 17:40:31.209670
3828,15508,3825,4,other,"Good overall, but took a longer route.",2025-06-18 08:25:42.280692
3829,15514,4779,5,vehicle,Perfect experience from start to finish.,2025-06-19 17:41:27.235117
3830,15519,252,5,other,Clean car and smooth ride. Will use again!,2025-06-19 04:27:25.488772
3831,15520,4216,3,driver,Overcharged for the distance traveled.,2025-06-19 00:03:44.072314
3832,15530,1262,4,vehicle,"Good overall, but took a longer route.",2025-06-18 14:30:39.944202
3833,15532,1119,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-18 14:30:35.601517
3834,15536,505,4,other,Driver was okay but not very talkative.,2025-06-18 22:31:40.424791
3835,15537,2929,5,vehicle,Excellent service! Driver was very professional.,2025-06-18 18:16:31.797312
3836,15540,2131,4,pricing,Driver was okay but not very talkative.,2025-06-19 11:27:39.405772
3837,15542,101,5,pricing,Excellent service! Driver was very professional.,2025-06-18 03:56:31.770569
3838,15553,2720,5,other,Excellent service! Driver was very professional.,2025-06-19 14:22:33.059215
3839,15555,425,4,route,Driver was okay but not very talkative.,2025-06-18 16:35:04.396926
3840,15558,126,5,vehicle,Perfect experience from start to finish.,2025-06-19 10:14:18.960493
3841,15561,2672,5,route,Perfect experience from start to finish.,2025-06-19 02:17:01.241889
3842,15565,1851,4,driver,Driver was okay but not very talkative.,2025-06-18 02:16:23.137614
3843,15566,1071,5,route,Clean car and smooth ride. Will use again!,2025-06-19 10:19:34.196273
3844,15567,4241,4,vehicle,Driver was okay but not very talkative.,2025-06-18 22:35:18.605514
3845,15571,2344,4,vehicle,Driver was okay but not very talkative.,2025-06-19 10:47:07.686028
3846,15573,2787,5,other,Perfect experience from start to finish.,2025-06-19 08:38:00.807426
3847,15575,79,5,other,Clean car and smooth ride. Will use again!,2025-06-19 04:24:03.604512
3848,15580,3285,4,driver,Driver was okay but not very talkative.,2025-06-19 02:33:34.256037
3849,15581,442,4,pricing,Decent ride but car smelled like smoke.,2025-06-18 21:25:17.922604
3850,15582,3973,4,pricing,Decent ride but car smelled like smoke.,2025-06-18 20:08:29.155083
3851,15585,1389,4,other,"Good overall, but took a longer route.",2025-06-19 01:29:47.554921
3852,15586,1033,4,driver,Decent ride but car smelled like smoke.,2025-06-19 13:33:13.646272
3853,15590,2153,4,driver,Decent ride but car smelled like smoke.,2025-06-18 22:12:36.549928
3854,15592,42,5,other,Perfect experience from start to finish.,2025-06-18 18:38:08.413592
3855,15595,1239,4,pricing,Decent ride but car smelled like smoke.,2025-06-18 12:42:04.163852
3856,15600,4090,4,route,"Good overall, but took a longer route.",2025-06-19 04:49:42.918040
3857,15605,2081,4,pricing,Decent ride but car smelled like smoke.,2025-06-19 10:24:44.254768
3858,15615,4388,4,other,"Good overall, but took a longer route.",2025-06-19 16:27:30.876142
3859,15622,4803,4,other,"Good overall, but took a longer route.",2025-06-18 16:51:56.853606
3860,15626,4002,4,driver,Driver was okay but not very talkative.,2025-06-18 01:55:06.932235
3861,15632,943,3,pricing,Overcharged for the distance traveled.,2025-06-19 13:30:22.291694
3862,15634,4698,4,vehicle,Driver was okay but not very talkative.,2025-06-19 04:56:46.388012
3863,15636,4273,4,vehicle,"Good overall, but took a longer route.",2025-06-19 20:57:48.361406
3864,15637,2810,3,driver,Car was dirty and uncomfortable.,2025-06-19 13:28:33.362597
3865,15639,321,4,vehicle,Driver was okay but not very talkative.,2025-06-19 01:52:06.248481
3866,15646,896,5,vehicle,Clean car and smooth ride. Will use again!,2025-06-18 07:29:54.072657
3867,15657,2907,4,vehicle,Driver was okay but not very talkative.,2025-06-19 10:53:01.190396
3868,15658,3702,4,vehicle,Driver was okay but not very talkative.,2025-06-18 06:43:12.501274
3869,15661,3110,4,other,Driver was okay but not very talkative.,2025-06-19 16:31:32.766017
3870,15663,2989,5,driver,Perfect experience from start to finish.,2025-06-18 04:45:31.052407
3871,15672,4566,4,other,"Good overall, but took a longer route.",2025-06-18 19:09:32.046537
3872,15674,1878,5,other,Excellent service! Driver was very professional.,2025-06-19 07:10:21.198436
