ride_id,driver_id,customer_id,pickup_zone_id,dropoff_zone_id,pickup_datetime,dropoff_datetime,distance_miles,duration_minutes,fare_amount,tip_amount,payment_method,ride_status,customer_rating,driver_rating,created_at
12867,71,4790,3,4,2025-06-08 18:02:13.614223,2025-06-08 18:09:35.149287,2.92,7,15.78,3.24,cash,completed,4.8,4.637403317214779,2025-06-08 18:02:13.614223
12868,69,2449,11,9,2025-06-08 14:59:13.614223,2025-06-08 15:03:04.589241,1.73,3,6.08,1.02,credit,completed,3.7,3.6073640144499506,2025-06-08 14:59:13.614223
12869,68,2484,11,12,2025-06-08 09:13:13.614223,2025-06-08 09:24:37.563878,3.95,11,14.01,3.48,credit,completed,4.8,4.856190617837905,2025-06-08 09:13:13.614223
12870,17,475,2,3,2025-06-08 10:43:13.614223,2025-06-08 11:01:55.417774,6.34,18,20.86,4.43,cash,completed,4.7,4.65521400656399,2025-06-08 10:43:13.614223
12871,95,1371,5,10,2025-06-08 18:48:13.614223,2025-06-08 19:07:44.416985,9.19,19,36.32,7.53,cash,completed,4.7,4.2894454597620335,2025-06-08 18:48:13.614223
12872,6,451,1,4,2025-06-08 09:54:13.614223,2025-06-08 09:56:58.185723,1.13,2,8.71,1.11,cash,completed,3.8,3.7675243491261377,2025-06-08 09:54:13.614223
12873,86,129,6,8,2025-06-08 13:22:13.614223,2025-06-08 13:41:05.862674,11.36,18,31.13,6.48,credit,completed,5.3,5.0,2025-06-08 13:22:13.614223
12874,61,3691,6,7,2025-06-08 15:56:13.614223,2025-06-08 16:38:22.587544,17.0,42,44.54,9.78,cash,completed,5.4,5.0,2025-06-08 15:56:13.614223
12875,25,3427,9,11,2025-06-08 01:17:13.614223,2025-06-08 01:25:15.360573,3.44,8,9.38,0.0,cash,completed,4.2,4.122796832133405,2025-06-08 01:17:13.614223
12876,86,3217,1,6,2025-06-08 19:57:13.614223,2025-06-08 20:06:20.373367,3.76,9,16.77,3.08,mobile,completed,4.2,3.9153956853206897,2025-06-08 19:57:13.614223
12877,14,4223,7,7,2025-06-08 15:14:13.614223,2025-06-08 15:18:46.005868,1.72,4,4.92,0.0,cash,completed,3.5,3.6078716204113572,2025-06-08 15:14:13.614223
12878,30,3523,12,3,2025-06-08 08:17:13.614223,2025-06-08 08:26:16.827918,4.11,9,14.17,3.24,mobile,completed,3.9,3.83162227757264,2025-06-08 08:17:13.614223
12879,24,2245,4,9,2025-06-08 08:39:13.614223,2025-06-08 09:01:20.988622,11.61,22,50.28,7.42,cash,completed,4.4,4.450833781938541,2025-06-08 08:39:13.614223
12880,64,1595,1,5,2025-06-08 04:19:13.614223,2025-06-08 04:21:57.851580,1.0,2,5.94,0.0,cash,completed,3.2,2.965616434046465,2025-06-08 04:19:13.614223
12881,3,250,4,9,2025-06-08 11:31:13.614223,2025-06-08 11:49:31.729053,11.55,18,35.74,7.12,cash,completed,5.1,5.0,2025-06-08 11:31:13.614223
12882,60,1328,3,9,2025-06-08 19:12:13.614223,2025-06-08 19:19:39.763864,2.52,7,14.43,1.61,cash,completed,4.0,4.083461025726931,2025-06-08 19:12:13.614223
12883,49,2114,3,8,2025-06-08 00:11:13.614223,2025-06-08 00:19:44.199314,3.77,8,13.34,2.77,credit,completed,4.5,4.579843439464276,2025-06-08 00:11:13.614223
12884,7,4388,8,1,2025-06-08 18:09:13.614223,2025-06-08 18:16:15.797605,2.91,7,13.03,3.21,mobile,completed,3.8,3.4260753184105535,2025-06-08 18:09:13.614223
12885,5,1026,9,2,2025-06-08 19:27:13.614223,2025-06-08 19:33:39.946185,2.99,6,11.99,0.0,mobile,completed,4.1,4.465238315497486,2025-06-08 19:27:13.614223
12886,69,417,3,11,2025-06-08 21:44:13.614223,2025-06-08 21:46:20.590266,1.0,2,6.6,0.0,mobile,completed,3.5,3.95642218153669,2025-06-08 21:44:13.614223
12887,22,4119,10,12,2025-06-08 21:31:13.614223,2025-06-08 21:44:37.945330,4.55,13,14.02,3.4,cash,completed,3.8,3.8241498543558956,2025-06-08 21:31:13.614223
12888,22,4558,4,2,2025-06-08 17:04:13.614223,2025-06-08 17:29:50.957858,11.97,25,51.65,12.9,credit,completed,4.7,4.516314774851985,2025-06-08 17:04:13.614223
12889,38,634,1,11,2025-06-08 18:00:13.614223,2025-06-08 18:05:06.629749,1.81,4,10.8,0.0,cash,completed,4.2,4.699921151636522,2025-06-08 18:00:13.614223
12890,85,2274,5,3,2025-06-08 11:13:13.614223,2025-06-08 11:48:55.991218,14.79,35,39.29,7.64,cash,completed,5.2,5.0,2025-06-08 11:13:13.614223
12891,5,1100,4,7,2025-06-08 21:54:13.614223,2025-06-08 22:13:40.509859,11.92,19,36.74,8.1,mobile,completed,4.8,4.792146931605791,2025-06-08 21:54:13.614223
12892,47,342,1,10,2025-06-08 16:19:13.614223,2025-06-08 16:22:37.741676,1.68,3,7.43,1.48,mobile,completed,3.6,3.7967567935170172,2025-06-08 16:19:13.614223
12893,29,1615,7,6,2025-06-08 06:21:13.614223,2025-06-08 06:25:03.753338,1.44,3,4.53,1.1,credit,completed,4.3,4.708519155443636,2025-06-08 06:21:13.614223
12894,80,1746,4,10,2025-06-08 10:34:13.614223,2025-06-08 10:54:11.768983,8.5,19,27.52,6.16,mobile,completed,5.0,5.0,2025-06-08 10:34:13.614223
12895,23,2311,9,1,2025-06-08 10:25:13.614223,2025-06-08 10:41:04.032320,5.51,15,13.15,2.82,credit,completed,3.9,3.859003303447607,2025-06-08 10:25:13.614223
12896,17,2661,9,11,2025-06-08 02:11:13.614223,2025-06-08 02:23:54.978604,5.24,12,12.65,0.0,cash,completed,4.3,4.502142230279358,2025-06-08 02:11:13.614223
12897,58,2368,7,1,2025-06-08 08:43:13.614223,2025-06-08 08:55:13.485269,4.26,11,8.57,0.91,mobile,completed,3.9,3.4880518547965904,2025-06-08 08:43:13.614223
12898,86,2356,11,12,2025-06-08 02:12:13.614223,2025-06-08 02:20:47.619770,3.13,8,8.55,1.01,credit,completed,4.2,4.309410702654721,2025-06-08 02:12:13.614223
12899,100,968,6,8,2025-06-08 08:50:13.614223,2025-06-08 09:12:05.288050,9.3,21,26.21,3.96,mobile,completed,4.4,4.535303648579739,2025-06-08 08:50:13.614223
12900,11,846,5,7,2025-06-08 20:21:13.614223,2025-06-08 20:53:39.316005,14.4,32,38.35,9.42,cash,completed,5.1,4.665653729506587,2025-06-08 20:21:13.614223
12901,72,2884,10,7,2025-06-08 13:13:13.614223,2025-06-08 13:16:06.175960,1.0,2,6.08,0.7,mobile,completed,3.8,3.808455111695001,2025-06-08 13:13:13.614223
12902,61,695,8,8,2025-06-08 03:41:13.614223,2025-06-08 03:43:45.441953,1.0,2,5.46,0.67,credit,completed,4.3,3.803017886981703,2025-06-08 03:41:13.614223
12903,37,3549,5,5,2025-06-08 03:23:13.614223,2025-06-08 04:02:44.648870,16.97,39,44.47,6.3,credit,completed,5.0,4.58794083379013,2025-06-08 03:23:13.614223
12904,18,4278,6,7,2025-06-08 08:24:13.614223,2025-06-08 08:41:08.898570,8.54,16,24.41,0.0,mobile,completed,4.4,4.2437413577739225,2025-06-08 08:24:13.614223
12905,39,3615,7,6,2025-06-08 07:32:13.614223,2025-06-08 07:43:06.313537,5.43,10,14.34,2.04,cash,completed,3.5,3.7009053095220352,2025-06-08 07:32:13.614223
12906,50,2103,2,12,2025-06-08 08:04:13.614223,2025-06-08 08:09:26.264007,1.97,5,13.37,0.0,cash,completed,4.5,4.214269070423068,2025-06-08 08:04:13.614223
12907,93,4543,12,5,2025-06-08 15:12:13.614223,2025-06-08 15:17:07.532314,1.68,4,8.27,0.0,credit,completed,3.5,3.8396243031825383,2025-06-08 15:12:13.614223
12908,78,4474,3,12,2025-06-08 21:30:13.614223,2025-06-08 21:40:19.843510,3.77,10,13.34,0.0,credit,completed,4.5,4.222608455275634,2025-06-08 21:30:13.614223
12909,61,50,11,4,2025-06-08 09:30:13.614223,2025-06-08 09:38:41.890156,3.27,8,12.33,1.36,mobile,completed,4.5,4.175434226316072,2025-06-08 09:30:13.614223
12910,23,979,3,4,2025-06-08 08:25:13.614223,2025-06-08 08:33:04.041173,3.22,7,16.81,0.0,mobile,completed,5.0,4.846801492742746,2025-06-08 08:25:13.614223
12911,81,1928,10,10,2025-06-08 03:28:13.614223,2025-06-08 03:31:50.061735,1.34,3,6.84,0.0,cash,completed,4.5,4.875666302102743,2025-06-08 03:28:13.614223
12912,70,3059,1,11,2025-06-08 01:52:13.614223,2025-06-08 02:03:36.448139,3.83,11,12.12,2.25,cash,completed,3.4,3.014649299271982,2025-06-08 01:52:13.614223
12913,92,3391,9,6,2025-06-08 17:36:13.614223,2025-06-08 17:45:32.033248,4.5,9,15.83,1.59,cash,completed,4.5,4.379644975574537,2025-06-08 17:36:13.614223
12914,97,99,3,4,2025-06-08 08:38:13.614223,2025-06-08 08:44:46.777153,2.22,6,9.58,1.24,mobile,completed,3.5,3.9399895873658455,2025-06-08 08:38:13.614223
12915,40,2851,1,3,2025-06-08 11:48:13.614223,2025-06-08 12:00:07.026472,5.62,11,16.05,0.0,credit,completed,4.5,4.459784031265746,2025-06-08 11:48:13.614223
12916,54,4739,12,11,2025-06-08 17:09:13.614223,2025-06-08 17:15:27.830456,2.54,6,10.35,1.45,credit,completed,3.5,3.0494845019750607,2025-06-08 17:09:13.614223
12917,49,1236,12,6,2025-06-08 14:37:13.614223,2025-06-08 14:43:02.858579,2.76,5,10.88,0.0,mobile,completed,3.6,3.406202864380882,2025-06-08 14:37:13.614223
12918,73,2440,3,3,2025-06-08 09:57:13.614223,2025-06-08 10:02:49.444390,2.33,5,13.77,3.16,cash,completed,4.5,4.5290647451597374,2025-06-08 09:57:13.614223
12919,80,4159,6,10,2025-06-08 10:31:13.614223,2025-06-08 10:53:18.950581,11.4,22,31.21,3.73,credit,completed,4.5,4.568943138074512,2025-06-08 10:31:13.614223
12920,33,1803,10,10,2025-06-08 20:59:13.614223,2025-06-08 21:09:09.880568,4.93,9,14.88,3.53,mobile,completed,4.0,3.549934156661965,2025-06-08 20:59:13.614223
12921,38,2789,8,3,2025-06-08 16:51:13.614223,2025-06-08 17:03:40.555637,4.43,12,12.37,0.0,credit,completed,4.1,3.895629424800111,2025-06-08 16:51:13.614223
12922,56,3975,4,11,2025-06-08 17:46:13.614223,2025-06-08 18:08:30.547849,11.98,22,51.67,0.0,credit,completed,5.3,4.8422016289274605,2025-06-08 17:46:13.614223
12923,63,1596,12,8,2025-06-08 03:44:13.614223,2025-06-08 03:57:32.219227,5.25,13,16.93,3.92,cash,completed,4.8,4.834573242955019,2025-06-08 03:44:13.614223
12924,41,2217,1,7,2025-06-08 19:52:13.614223,2025-06-08 20:01:18.008920,3.24,9,10.83,1.85,mobile,completed,3.1,3.4022818764972254,2025-06-08 19:52:13.614223
12925,44,541,12,2,2025-06-08 06:34:13.614223,2025-06-08 06:44:31.230855,3.74,10,13.26,0.0,mobile,completed,4.9,5.0,2025-06-08 06:34:13.614223
12926,3,97,5,4,2025-06-08 08:59:13.614223,2025-06-08 09:20:35.947772,13.16,21,35.41,4.27,cash,completed,5.5,5.0,2025-06-08 08:59:13.614223
12927,96,4760,10,2,2025-06-08 22:01:13.614223,2025-06-08 22:11:28.560466,3.7,10,12.14,2.34,credit,completed,3.9,3.8812090582288556,2025-06-08 22:01:13.614223
12928,17,3787,4,10,2025-06-08 08:33:13.614223,2025-06-08 08:53:27.223390,12.07,20,52.01,0.0,cash,completed,5.0,4.611887564501235,2025-06-08 08:33:13.614223
12929,46,1577,4,1,2025-06-08 19:41:13.614223,2025-06-08 20:10:54.276922,15.48,29,64.86,11.19,cash,completed,4.9,5.0,2025-06-08 19:41:13.614223
12930,54,1977,5,4,2025-06-08 17:26:13.614223,2025-06-08 17:49:17.159702,9.33,23,36.78,9.05,credit,completed,4.9,4.440286945164952,2025-06-08 17:26:13.614223
12931,100,1101,1,6,2025-06-08 19:23:13.614223,2025-06-08 19:33:25.015972,4.59,10,19.32,2.93,credit,completed,4.1,4.195849277436663,2025-06-08 19:23:13.614223
12932,53,2229,3,1,2025-06-08 23:09:13.614223,2025-06-08 23:19:13.290767,4.2,9,14.37,3.09,mobile,completed,4.2,4.558499873801111,2025-06-08 23:09:13.614223
12933,16,1920,5,4,2025-06-08 11:41:13.614223,2025-06-08 12:03:17.315454,9.01,22,25.53,3.49,credit,completed,4.9,4.489282319269884,2025-06-08 11:41:13.614223
12934,59,1695,12,1,2025-06-08 10:47:13.614223,2025-06-08 11:00:43.685839,4.53,13,15.19,0.0,credit,completed,4.4,4.023327661345317,2025-06-08 10:47:13.614223
12935,31,302,7,12,2025-06-08 15:24:13.614223,2025-06-08 15:30:05.000064,2.57,5,6.15,0.64,mobile,completed,3.7,3.912513290046057,2025-06-08 15:24:13.614223
12936,24,901,5,10,2025-06-08 04:02:13.614223,2025-06-08 04:26:35.730119,10.34,24,28.7,0.0,mobile,completed,4.3,4.27060803650712,2025-06-08 04:02:13.614223
12937,10,3030,4,12,2025-06-08 05:32:13.614223,2025-06-08 05:52:30.776847,10.92,20,34.04,7.36,credit,completed,5.4,5.0,2025-06-08 05:32:13.614223
12938,97,4840,8,12,2025-06-08 16:24:13.614223,2025-06-08 16:26:22.207608,1.0,2,5.47,0.9,cash,completed,3.3,3.205081565714056,2025-06-08 16:24:13.614223
12939,70,574,3,6,2025-06-08 14:19:13.614223,2025-06-08 14:31:21.977859,4.7,12,15.6,1.63,cash,completed,4.9,4.89351070169439,2025-06-08 14:19:13.614223
12940,17,536,6,3,2025-06-08 17:19:13.614223,2025-06-08 17:45:03.317492,12.6,25,47.69,0.0,mobile,completed,4.7,5.0,2025-06-08 17:19:13.614223
12941,2,1541,6,9,2025-06-08 06:16:13.614223,2025-06-08 06:36:48.667665,10.22,20,28.4,5.44,credit,completed,4.7,4.2791459939805625,2025-06-08 06:16:13.614223
12942,70,2366,6,10,2025-06-08 19:57:13.614223,2025-06-08 20:18:40.920338,13.65,21,51.2,9.13,credit,completed,5.7,5.0,2025-06-08 19:57:13.614223
12943,73,4141,6,12,2025-06-08 09:10:13.614223,2025-06-08 09:32:22.394977,13.31,22,35.75,0.0,cash,completed,5.1,4.60577661812833,2025-06-08 09:10:13.614223
12944,93,283,3,4,2025-06-08 04:28:13.614223,2025-06-08 04:35:46.969316,3.65,7,13.04,0.0,mobile,completed,3.6,3.930438282428144,2025-06-08 04:28:13.614223
12945,98,4833,1,2,2025-06-08 17:17:13.614223,2025-06-08 17:26:08.928072,4.05,8,17.65,3.01,credit,completed,4.2,4.100505985792453,2025-06-08 17:17:13.614223
12946,77,4593,10,2,2025-06-08 08:23:13.614223,2025-06-08 08:35:12.463911,5.13,11,21.47,2.37,credit,completed,4.1,3.70130515612229,2025-06-08 08:23:13.614223
12947,73,298,3,3,2025-06-08 17:06:13.614223,2025-06-08 17:09:29.997406,1.39,3,7.55,1.32,cash,completed,3.7,3.325516799085424,2025-06-08 17:06:13.614223
12948,90,4315,11,12,2025-06-08 09:23:13.614223,2025-06-08 09:31:06.041236,3.31,7,12.44,0.0,mobile,completed,4.3,3.9815904263198965,2025-06-08 09:23:13.614223
12949,95,2278,7,6,2025-06-08 09:14:13.614223,2025-06-08 09:24:27.808342,3.81,10,7.93,1.08,cash,completed,4.2,4.587234139554014,2025-06-08 09:14:13.614223
12950,9,3960,10,9,2025-06-08 07:59:13.614223,2025-06-08 08:07:57.833556,3.05,8,14.95,2.38,cash,completed,4.0,4.49846159090743,2025-06-08 07:59:13.614223
12951,78,879,8,3,2025-06-08 10:36:13.614223,2025-06-08 10:44:35.448833,3.96,8,11.41,2.1,credit,completed,4.3,4.786317975768169,2025-06-08 10:36:13.614223
12952,30,2116,4,7,2025-06-08 00:13:13.614223,2025-06-08 00:48:41.075387,14.49,35,43.68,0.0,mobile,completed,5.0,5.0,2025-06-08 00:13:13.614223
12953,90,2923,10,10,2025-06-08 18:41:13.614223,2025-06-08 18:48:01.251361,3.39,6,11.42,2.62,mobile,completed,4.1,3.86359890058062,2025-06-08 18:41:13.614223
12954,30,1123,5,2,2025-06-08 08:44:13.614223,2025-06-08 09:14:44.375484,14.07,30,52.58,11.06,mobile,completed,5.2,5.0,2025-06-08 08:44:13.614223
12955,35,239,3,3,2025-06-08 10:36:13.614223,2025-06-08 10:45:00.343842,4.32,8,14.69,0.0,credit,completed,4.8,4.863798619165181,2025-06-08 10:36:13.614223
12956,53,1289,4,8,2025-06-08 19:41:13.614223,2025-06-08 20:04:44.051525,11.34,23,35.18,0.0,mobile,completed,5.0,5.0,2025-06-08 19:41:13.614223
12957,8,2953,6,7,2025-06-08 07:59:13.614223,2025-06-08 08:31:11.389415,13.96,31,52.22,5.67,cash,completed,4.8,5.0,2025-06-08 07:59:13.614223
12958,78,3287,8,8,2025-06-08 19:19:13.614223,2025-06-08 19:24:13.294468,1.69,4,9.6,0.0,mobile,completed,3.6,3.6383682334521272,2025-06-08 19:19:13.614223
12959,79,1036,6,1,2025-06-08 04:27:13.614223,2025-06-08 04:50:12.290665,10.22,22,28.41,4.31,cash,completed,4.5,4.348854178215343,2025-06-08 04:27:13.614223
12960,90,350,8,9,2025-06-08 09:17:13.614223,2025-06-08 09:25:56.163878,3.79,8,15.51,3.07,cash,completed,4.7,4.618217162409076,2025-06-08 09:17:13.614223
12961,86,3491,2,10,2025-06-08 07:15:13.614223,2025-06-08 07:17:21.065068,1.0,2,7.03,0.0,cash,completed,4.6,4.220787294970036,2025-06-08 07:15:13.614223
12962,86,514,2,11,2025-06-08 16:01:13.614223,2025-06-08 16:19:39.720314,6.15,18,20.37,3.39,credit,completed,4.2,3.723184064596518,2025-06-08 16:01:13.614223
12963,95,1843,11,12,2025-06-08 11:19:13.614223,2025-06-08 11:36:35.686077,6.5,17,14.52,0.0,mobile,completed,4.1,4.547966489516641,2025-06-08 11:19:13.614223
12964,87,3857,9,6,2025-06-08 08:49:13.614223,2025-06-08 08:53:55.435656,1.74,4,6.28,0.84,credit,completed,3.6,3.937228994554184,2025-06-08 08:49:13.614223
12965,69,839,3,5,2025-06-08 23:04:13.614223,2025-06-08 23:07:58.574219,1.6,3,8.05,1.87,cash,completed,3.9,4.353770406440037,2025-06-08 23:04:13.614223
12966,96,821,5,12,2025-06-08 15:01:13.614223,2025-06-08 15:27:07.770735,12.12,25,32.92,0.0,mobile,completed,5.2,5.0,2025-06-08 15:01:13.614223
12967,66,4796,10,6,2025-06-08 15:47:13.614223,2025-06-08 15:53:00.123506,2.77,5,10.04,1.62,mobile,completed,4.2,4.555311589197652,2025-06-08 15:47:13.614223
12968,66,2464,11,2,2025-06-08 07:25:13.614223,2025-06-08 07:29:17.952777,1.71,4,8.47,1.2,mobile,completed,4.3,4.420736503182132,2025-06-08 07:25:13.614223
12969,92,1171,8,4,2025-06-08 09:49:13.614223,2025-06-08 09:55:07.366076,2.41,5,8.3,1.36,cash,completed,3.9,3.5766282173772344,2025-06-08 09:49:13.614223
12970,1,407,2,10,2025-06-08 17:36:13.614223,2025-06-08 17:38:21.090257,1.0,2,9.84,0.0,mobile,completed,5.0,5.0,2025-06-08 17:36:13.614223
12971,45,4834,4,8,2025-06-08 10:52:13.614223,2025-06-08 11:12:17.379426,12.76,20,39.0,6.58,cash,completed,4.8,4.822357479725354,2025-06-08 10:52:13.614223
12972,11,986,3,8,2025-06-08 16:14:13.614223,2025-06-08 16:17:57.884855,1.83,3,8.61,1.06,cash,completed,3.7,4.000679485330394,2025-06-08 16:14:13.614223
12973,92,866,5,2,2025-06-08 22:10:13.614223,2025-06-08 22:33:18.703031,12.24,23,33.21,0.0,cash,completed,4.9,5.0,2025-06-08 22:10:13.614223
12974,33,1611,6,5,2025-06-08 21:28:13.614223,2025-06-08 21:38:54.264242,5.0,10,15.98,3.34,mobile,completed,3.5,3.8311140881791674,2025-06-08 21:28:13.614223
12975,86,3694,2,7,2025-06-08 06:40:13.614223,2025-06-08 06:42:43.175401,1.0,2,7.03,1.36,credit,completed,4.3,3.902808984228856,2025-06-08 06:40:13.614223
12976,69,3540,1,2,2025-06-08 09:22:13.614223,2025-06-08 09:25:09.707058,1.0,2,8.31,0.0,mobile,completed,4.3,4.46737777875779,2025-06-08 09:22:13.614223
12977,98,3314,9,11,2025-06-08 13:34:13.614223,2025-06-08 13:42:35.239932,3.05,8,8.67,0.0,credit,completed,3.6,3.531478396951438,2025-06-08 13:34:13.614223
12978,79,1517,6,3,2025-06-08 06:53:13.614223,2025-06-08 07:06:09.706412,8.14,12,23.45,0.0,cash,completed,4.0,4.342716273804279,2025-06-08 06:53:13.614223
12979,37,2071,1,1,2025-06-08 03:07:13.614223,2025-06-08 03:15:26.605966,4.06,8,12.64,2.04,mobile,completed,4.3,4.1266147267744,2025-06-08 03:07:13.614223
12980,27,2417,7,2,2025-06-08 19:35:13.614223,2025-06-08 19:38:21.352577,1.39,3,4.46,0.99,cash,completed,3.9,3.4174045776821695,2025-06-08 19:35:13.614223
12981,75,2507,10,1,2025-06-08 11:53:13.614223,2025-06-08 12:07:20.171477,4.89,14,14.8,0.0,credit,completed,4.9,4.51383210776372,2025-06-08 11:53:13.614223
12982,37,812,1,12,2025-06-08 07:51:13.614223,2025-06-08 07:53:40.032768,1.0,2,8.31,1.58,credit,completed,3.6,3.7930893579290457,2025-06-08 07:51:13.614223
12983,79,769,4,7,2025-06-08 04:16:13.614223,2025-06-08 04:40:58.805509,13.8,24,41.81,5.76,credit,completed,5.6,5.0,2025-06-08 04:16:13.614223
12984,83,209,10,10,2025-06-08 08:57:13.614223,2025-06-08 09:04:38.302263,2.73,7,9.95,0.0,cash,completed,3.8,3.4330384264498863,2025-06-08 08:57:13.614223
12985,88,3419,4,4,2025-06-08 09:14:13.614223,2025-06-08 09:27:24.764308,7.95,13,26.06,0.0,cash,completed,4.6,4.566160142436766,2025-06-08 09:14:13.614223
12986,57,3926,3,6,2025-06-08 17:18:13.614223,2025-06-08 17:23:09.127682,2.31,4,13.71,0.0,cash,completed,4.5,4.6608699144482495,2025-06-08 17:18:13.614223
12987,36,4017,1,3,2025-06-08 18:26:13.614223,2025-06-08 18:37:18.919976,3.95,11,17.34,3.53,cash,completed,4.5,4.59727083561833,2025-06-08 18:26:13.614223
12988,18,4037,1,10,2025-06-08 17:48:13.614223,2025-06-08 18:03:57.881769,5.31,15,21.52,3.05,cash,completed,4.5,4.404069592429159,2025-06-08 17:48:13.614223
12989,98,2004,1,9,2025-06-08 02:51:13.614223,2025-06-08 02:55:47.776020,2.15,4,8.45,1.96,credit,completed,4.0,4.286308479400883,2025-06-08 02:51:13.614223
12990,16,2402,2,9,2025-06-08 16:29:13.614223,2025-06-08 16:36:24.369032,3.57,7,13.7,1.8,credit,completed,3.8,4.2881086646193936,2025-06-08 16:29:13.614223
12991,10,2710,3,10,2025-06-08 19:56:13.614223,2025-06-08 20:11:06.558722,5.04,14,16.44,0.0,credit,completed,4.8,5.0,2025-06-08 19:56:13.614223
12992,93,1937,1,7,2025-06-08 17:46:13.614223,2025-06-08 17:51:03.506184,2.16,4,11.86,0.0,credit,completed,4.1,4.253392074556206,2025-06-08 17:46:13.614223
12993,78,2761,6,10,2025-06-08 17:39:13.614223,2025-06-08 18:04:35.486555,11.49,25,44.01,10.94,mobile,completed,4.7,4.4576731296786605,2025-06-08 17:39:13.614223
12994,53,4084,8,1,2025-06-08 23:07:13.614223,2025-06-08 23:14:24.130738,2.84,7,9.17,0.94,credit,completed,3.5,3.112144523730719,2025-06-08 23:07:13.614223
12995,50,1978,2,2,2025-06-08 07:30:13.614223,2025-06-08 07:39:20.352164,4.14,9,21.23,4.67,mobile,completed,4.7,4.35507365079552,2025-06-08 07:30:13.614223
12996,73,4570,1,6,2025-06-08 12:54:13.614223,2025-06-08 13:06:27.423625,4.86,12,14.37,2.72,credit,completed,4.2,4.057199583667521,2025-06-08 12:54:13.614223
12997,72,3638,11,8,2025-06-08 17:00:13.614223,2025-06-08 17:05:05.654719,2.0,4,9.2,1.23,mobile,completed,3.6,3.7827941855962464,2025-06-08 17:00:13.614223
12998,46,3300,6,12,2025-06-08 21:10:13.614223,2025-06-08 21:35:03.899858,9.99,24,27.87,6.26,credit,completed,4.6,4.390890159810111,2025-06-08 21:10:13.614223
12999,70,2143,7,9,2025-06-08 21:19:13.614223,2025-06-08 21:23:33.250144,1.91,4,5.21,0.88,mobile,completed,4.9,5.0,2025-06-08 21:19:13.614223
13000,97,735,2,7,2025-06-08 12:12:13.614223,2025-06-08 12:27:21.946930,5.07,15,17.56,0.0,cash,completed,4.8,4.327926280076619,2025-06-08 12:12:13.614223
13001,40,3325,9,12,2025-06-08 08:42:13.614223,2025-06-08 08:48:20.135934,2.59,6,10.95,2.03,credit,completed,4.5,4.548507987640297,2025-06-08 08:42:13.614223
13002,24,1811,4,9,2025-06-08 20:55:13.614223,2025-06-08 21:12:08.505701,9.19,16,29.38,3.85,cash,completed,4.9,5.0,2025-06-08 20:55:13.614223
13003,23,3026,11,3,2025-06-08 05:28:13.614223,2025-06-08 05:31:10.979857,1.0,2,4.8,0.82,credit,completed,3.4,3.121565192790664,2025-06-08 05:28:13.614223
13004,95,1262,9,3,2025-06-08 01:02:13.614223,2025-06-08 01:12:26.684825,4.91,10,12.06,2.56,cash,completed,3.8,3.509685161990197,2025-06-08 01:02:13.614223
13005,61,2451,8,10,2025-06-08 11:16:13.614223,2025-06-08 11:19:34.684052,1.42,3,6.31,0.0,credit,completed,3.6,4.082866926773628,2025-06-08 11:16:13.614223
13006,25,1060,1,3,2025-06-08 05:20:13.614223,2025-06-08 05:22:46.140693,1.0,2,5.94,0.88,credit,completed,3.5,3.9155437932973594,2025-06-08 05:20:13.614223
13007,1,2789,11,2,2025-06-08 17:03:13.614223,2025-06-08 17:08:44.515143,2.17,5,9.61,2.24,mobile,completed,4.6,4.117467251739608,2025-06-08 17:03:13.614223
13008,97,2411,12,9,2025-06-08 04:12:13.614223,2025-06-08 04:21:45.702102,3.34,9,12.3,0.0,credit,completed,4.2,3.8820429183858587,2025-06-08 04:12:13.614223
13009,83,3413,2,12,2025-06-08 01:32:13.614223,2025-06-08 01:37:29.135494,2.43,5,10.74,1.21,credit,completed,3.7,3.5647733263654158,2025-06-08 01:32:13.614223
13010,28,3981,12,9,2025-06-08 00:25:13.614223,2025-06-08 00:30:53.777768,2.17,5,9.45,0.96,cash,completed,3.6,3.5486965390350673,2025-06-08 00:25:13.614223
13011,36,4041,3,10,2025-06-08 21:31:13.614223,2025-06-08 21:34:26.806691,1.61,3,8.08,0.89,mobile,completed,3.6,3.8521041715548527,2025-06-08 21:31:13.614223
13012,76,3613,3,1,2025-06-08 10:07:13.614223,2025-06-08 10:17:40.601011,4.55,10,15.25,0.0,mobile,completed,3.9,3.432735808183406,2025-06-08 10:07:13.614223
13013,8,749,7,1,2025-06-08 18:46:13.614223,2025-06-08 18:48:28.045857,1.0,2,5.45,0.0,cash,completed,4.0,4.000316660690803,2025-06-08 18:46:13.614223
13014,10,4956,8,10,2025-06-08 08:57:13.614223,2025-06-08 09:00:54.067970,1.39,3,8.73,2.06,credit,completed,3.2,3.583398490775425,2025-06-08 08:57:13.614223
13015,73,1687,12,8,2025-06-08 18:39:13.614223,2025-06-08 18:51:03.978697,4.79,11,15.83,2.31,credit,completed,3.8,4.293095815290223,2025-06-08 18:39:13.614223
13016,96,1546,1,12,2025-06-08 05:50:13.614223,2025-06-08 05:56:34.770028,2.57,6,9.37,2.22,credit,completed,4.2,3.9446891858467685,2025-06-08 05:50:13.614223
13017,84,27,3,12,2025-06-08 09:25:13.614223,2025-06-08 09:38:04.150644,4.86,12,22.38,2.9,mobile,completed,4.5,4.385918364464981,2025-06-08 09:25:13.614223
